Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
12936,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.05
13117,Fighter Destiny 2,N64,1999,Fighting,Imagineer,0.05
3648,Fighting Force 2,PS,1999,Action,Eidos Interactive,0.55
10225,Fighting Force 64,N64,1999,Action,Crave Entertainment,0.11
2573,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.8
4385,Final Fantasy Collection,PS,1999,Role-Playing,Square,0.45
11455,Final Fantasy VI,PS,1999,Role-Playing,Sony Computer Entertainment,0.08
88,Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,7.86
6584,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0.26
7830,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.19
5980,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.29
1347,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,1.43
3866,Front Mission 3,PS,1999,Strategy,SquareSoft,0.52
12634,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.06
8943,Galerians,PS,1999,Adventure,Crave Entertainment,0.15
7913,Gallop Racer,PS,1999,Sports,Tecmo Koei,0.19
1639,Game & Watch Gallery 3,GB,1999,Misc,Nintendo,1.22
3719,Gauntlet Legends,"N64,PS",1999,Action,Midway Games,1.01
10644,Gekido,PS,1999,Fighting,Infogrames,0.1
3776,Gex 3: Deep Cover Gecko,"PS,N64",1999,Platform,Eidos Interactive,0.74
70,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,9.49
4698,Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.41
6800,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.24
5944,Hamster Tarou,GB,1999,Simulation,Jorudan,0.3
9802,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.12
4117,Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.48
5617,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.32
917,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,1.88
1938,Hot Wheels Turbo Racing,"PS,N64",1999,Racing,Electronic Arts,1.38
6686,Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,0.25
4260,Hydro Thunder,"PS,N64",1999,Racing,Midway Games,0.62
11503,Incredible Crisis,PS,1999,Action,Titus,0.08
3910,International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.51
8051,International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0.18
10068,International Track & Field 2000,PS,1999,Sports,Konami Digital Entertainment,0.11
12699,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,0.06
15939,Iron Soldier 3,PS,1999,Simulation,Telegames,0.02
5261,J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0.36
7288,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.22
2152,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.96
1063,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,1.69
1752,Jet Force Gemini,N64,1999,Shooter,Nintendo,1.16
2785,Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.74
2543,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.81
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0.26
4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0.42
15163,Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,0.02
16196,K-1 Grand Prix,PS,1999,Fighting,Jaleco,0.01
6030,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.29
12537,Killer Loop,PS,1999,Racing,Crave Entertainment,0.06
1377,Knockout Kings 2000,"PS,N64",1999,Fighting,Electronic Arts,2.33
13921,Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.04
11269,Koudelka,PS,1999,Role-Playing,Atari,0.08
1846,Legend of Mana,PS,1999,Role-Playing,SquareSoft,1.11
2885,LEGO Racers,"N64,PS",1999,Racing,LEGO Media,1.07
10658,LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.1
16198,Legoland,PC,1999,Action,LEGO Media,0.01
5339,Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.35
1290,Mario Golf,"N64,GB",1999,Action,Nintendo,1.78
616,Mario Party 2,N64,1999,Misc,Nintendo,2.5
2641,Marvel vs. Capcom: Clash of Super Heroes,"PS,DC",1999,Fighting,Capcom,0.88
3697,Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0.54
5045,MediEvil II,PS,1999,Action,Sony Computer Entertainment,0.38
10361,Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,0.11
1706,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,1.18
9154,Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.14
2213,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.94
4191,Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0.47
13741,Monaco Grand Prix,N64,1999,Racing,Ubisoft,0.04
5887,Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,0.3
13977,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.04
4204,MTV Music Generator,PS,1999,Misc,Codemasters,0.47
8718,Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.15
1329,Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.45
1169,NASCAR 2000,"PS,N64",1999,Racing,Electronic Arts,2.12
13215,NBA 2K,DC,1999,Sports,Sega,0.05
6694,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.25
9482,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.13
4814,NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.4
3631,NBA Showtime: NBA on NBC,"PS,N64",1999,Sports,Midway Games,0.8
5056,NCAA Final Four 2000,PS,1999,Sports,989 Sports,0.38
2186,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.95
4824,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.4
689,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,2.31
2672,Need for Speed: Porsche Unleashed,"PS,GBA",1999,Racing,Electronic Arts,1.25
1679,NFL 2K,DC,1999,Sports,Sega,1.2
968,NFL GameDay 2000,PS,1999,Sports,989 Studios,1.8
4830,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.4
4131,NFL Xtreme 2,PS,1999,Sports,989 Studios,0.48
13085,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05
13848,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.04
6597,NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.26
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0.32
7639,Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0.2
10220,Nuclear Strike 64,N64,1999,Simulation,THQ,0.11
4730,Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,0.41
3872,Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.52
3728,Pachi-Slot Aruze Oukoku 2,PS,1999,Misc,Aruze Corp,0.54
6869,Paperboy,N64,1999,Action,Midway Games,0.24
3499,Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.58
13740,PD Ultraman Battle Collection 64,N64,1999,Strategy,Namco Bandai Games,0.04
13,Pokemon Gold/Pokemon Silver,GB,1999,Role-Playing,Nintendo,23.1
172,Pokemon Pinball,GB,1999,Misc,Nintendo,5.31
347,Pokemon Snap,N64,1999,Simulation,Nintendo,3.63
166,Pokemon Stadium,N64,1999,Strategy,Nintendo,5.45
8278,Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,0.17
3053,Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.66
2481,Q*bert,"PS,2600",1999,Puzzle,Atari,1.42
8644,Racing Lagoon,PS,1999,Racing,Square,0.16
10327,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,0.11
13743,Rally Challenge 2000,N64,1999,Racing,Imagineer,0.04
13455,Rat Attack!,"PS,N64",1999,Puzzle,Mindscape,0.06
15091,RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.02
3160,Rayman 2: The Great Escape,"N64,PS",1999,Platform,Ubisoft,0.96
4236,Razor Freestyle Scooter,"PS,GBA",1999,Sports,Ubisoft,0.47
14818,Renegade Racers,PS,1999,Racing,Interplay,0.03
333,Resident Evil 3: Nemesis,"PS,GC",1999,Action,Eidos Interactive,3.8
6872,Road Rash 64,N64,1999,Racing,THQ,0.24
4848,Road Rash: Jailbreak,"PS,GBA",1999,Racing,Electronic Arts,0.5
7618,Roadsters 99,N64,1999,Racing,Titus,0.2
9820,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.12
7448,Rollcage,PS,1999,Racing,Psygnosis,0.21
4828,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.4
1508,Rugrats Studio Tour,PS,1999,Adventure,THQ,1.31
3908,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.51
2211,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.94
13274,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.05
16509,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01
3668,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.55
3825,Seaman,DC,1999,Simulation,Sega,0.52
4688,Sega Rally Championship 2,DC,1999,Racing,Sega,0.41
8128,Shadow Madness,PS,1999,Action,Crave Entertainment,0.18
6347,Shadow Man,"N64,PS",1999,Action,Acclaim Entertainment,0.52
11986,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.07
1711,Shenmue,DC,1999,Adventure,Sega,1.18
15385,Silent Bomber,PS,1999,Action,Virgin Interactive,0.02
1156,Silent Hill,PS,1999,Action,Konami Digital Entertainment,1.6
2245,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.93
10218,Snowboard Kids 2,N64,1999,Sports,Atlus,0.11
5359,SoulCalibur,DC,1999,Fighting,Namco Bandai Games,0.34
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0.17
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0.17
7289,Sports Car GT,PS,1999,Racing,Electronic Arts,0.22
369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,3.52
1661,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,1.21
444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,3.12
1016,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,1.74
15375,Super Bowling,N64,1999,Sports,Athena,0.02
7625,Super Robot Taisen 64,N64,1999,Strategy,Banpresto,0.2
5751,Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0.31
158,Super Smash Bros.,N64,1999,Fighting,Nintendo,5.55
6378,Superbike 2000,PS,1999,Racing,Electronic Arts,0.27
6031,Supercross 2000,N64,1999,Racing,Electronic Arts,0.29
4731,Superman: The New Superman Adventures,N64,1999,Action,Titus,0.41
9587,Surf Riders,PS,1999,Sports,Ubisoft,0.13
503,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.88
2838,Test Drive 6,PS,1999,Racing,Atari,0.72
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.05
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,1.19
3827,The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.52
11303,The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,SNK Playmore,0.08
10527,The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0.1
928,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,1.86
15682,The Longest Journey,PC,1999,Adventure,Empire Interactive,0.02
13406,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.05
6029,The New Tetris,N64,1999,Puzzle,Nintendo,0.29
4584,The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.42
7427,Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.21
9223,To Heart,PS,1999,Adventure,Aqua Plus,0.14
4970,Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,0.39
8320,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0.17
1118,Tom Clancy's Rainbow Six,"PS,N64",1999,Shooter,Red Storm Entertainment,2.28
3321,Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,0.61
6083,Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.29
10219,Tonic Trouble,N64,1999,Platform,Ubisoft,0.11
203,Tony Hawk's Pro Skater,"PS,N64,GB",1999,Sports,Activision,8.46
12506,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.06
10222,Top Gear Rally 2,N64,1999,Racing,Kemco,0.11
1354,Triple Play 2000,"PS,N64",1999,Sports,Electronic Arts,1.71
5127,Turok: Rage Wars,N64,1999,Shooter,Acclaim Entertainment,0.37
1548,Twisted Metal 4,PS,1999,Racing,989 Studios,1.28
10258,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.11
10549,Urban Chaos,PS,1999,Action,Eidos Interactive,0.1
2545,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.81
16138,Vanark,PS,1999,Shooter,Jaleco,0.01
10513,Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.1
4122,Vigilante 8: 2nd Offense,"PS,N64",1999,Racing,Activision,0.59
5699,Virtua Striker 2,DC,1999,Sports,Sega,0.32
205,Warzone 2100,PS,1999,Strategy,Eidos Interactive,5.01
7344,WCW Backstage Assault,"PS,N64",1999,Action,Electronic Arts,0.35
880,Who wants to be a millionaire,"PC,PS",1999,Misc,Disney Interactive Studios,2.74
3033,Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,0.67
8892,Winning Post 4,PS,1999,Sports,Tecmo Koei,0.15
5360,WipEout 3,PS,1999,Racing,Psygnosis,0.34
10376,Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,0.11
8339,World Driver Championship,N64,1999,Racing,Midway Games,0.17
3111,World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0.65
5492,World Stadium 3,PS,1999,Sports,Namco Bandai Games,0.33
1952,Worms Armageddon,"PS,N64",1999,Strategy,Microprose,1.1
1281,WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.48
6027,Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,0.29
4856,You Don't Know Jack,"PS,Wii,X360,PS3,DS,PC",1999,Misc,Vivendi Games,1.09
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,1.1
915,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.88
4095,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0.48
9700,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0.12
3770,007 Racing,PS,2000,Racing,Electronic Arts,0.53
1202,007: The World is not Enough,"N64,PS",2000,Action,Electronic Arts,2.47
12773,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,0.06
1784,Action Bass,PS,2000,Action,Take-Two Interactive,1.14
9057,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.14
15654,Airline Tycoon,PC,2000,Simulation,Interplay,0.02
8478,Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.16
7570,All Star Pro-Wrestling,PS2,2000,Fighting,SquareSoft,0.2
7007,All-Star Baseball 2001,N64,2000,Sports,Acclaim Entertainment,0.23
12769,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0.06
12701,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,0.06
10347,Aqua Aqua,PS2,2000,Puzzle,3DO,0.11
2615,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.79
5836,"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.3
5901,Army Men: Air Attack 2,PS,2000,Action,3DO,0.3
6874,Army Men: Air Combat,N64,2000,Action,3DO,0.24
4627,Army Men: Sarge's Heroes 2,"N64,PS,PS2",2000,Shooter,3DO,0.83
13067,Arthur! Ready to Race,PS,2000,Racing,The Learning Company,0.05
8147,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.18
1996,ATV: Quad Power Racing,"PS,GBA",2000,Racing,Acclaim Entertainment,1.3
8156,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.18
1273,Banjo-Tooie,N64,2000,Platform,Nintendo,1.49
8400,Batman Beyond: Return of the Joker,"PS,N64",2000,Action,Ubisoft,0.26
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.07
13178,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.05
13412,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.05
6648,Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,0.25
11088,Blood: The Last Vampire (Joukan),PS2,2000,Adventure,Sony Computer Entertainment,0.09
13112,Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.05
3553,Bob the Builder: Can We Fix It?,PS,2000,Action,THQ,0.57
4863,Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0.4
3561,Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.56
10417,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.11
7489,Bugs Bunny & Taz: Time Busters,PS,2000,Adventure,Infogrames,0.21
6291,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,0.27
3236,Buzz Lightyear of Star Command,PS,2000,Platform,Activision,0.63
2664,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.77
7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.22
12174,Card Games,PS,2000,Misc,D3Publisher,0.07
8034,Casper: Friends Around the World,PS,2000,Action,TDK Core,0.18
12397,Championship Surfer,PS,2000,Sports,Mattel Interactive,0.06
9410,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.13
2284,Colin McRae Rally 2.0,"PS,GBA",2000,Racing,Codemasters,0.93
9717,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.12
1465,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.34
3665,Contender 2,PS,2000,Fighting,3DO,0.55
4697,Cool Boarders 2001,"PS,PS2",2000,Sports,Sony Computer Entertainment,0.74
6927,Covert Ops: Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.24
394,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,3.39
16521,Crossroad Crisis,PS,2000,Puzzle,Success,0.01
7416,Cruis'n Exotica,N64,2000,Racing,Midway Games,0.21
4933,Custom Robo V2,N64,2000,Fighting,Nintendo,0.39
5238,Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami Digital Entertainment,0.36
13605,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.04
1213,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,1.54
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,1.05
2060,Dead or Alive 2,"PS2,DC",2000,Fighting,Tecmo Koei,1.14
11293,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0.08
9126,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.14
16166,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,0.01
9449,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.13
3472,Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.58
1662,Dino Crisis 2,PS,2000,Action,Virgin Interactive,1.21
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,0.62
10826,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.09
8941,Disney's Donald Duck: Goin' Quackers,"PS,N64,PS2,GC",2000,Platform,Ubisoft,0.37
7621,Disney's Tarzan,N64,2000,Platform,Activision,0.2
5816,Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.31
8804,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.15
10001,DOA 2: Dead or Alive 2 Hardcore,PS2,2000,Fighting,Tecmo Koei,0.11
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0.28
8864,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0.15
243,Dragon Quest VII: Warriors of Eden,"PS,3DS",2000,Role-Playing,Enix Corporation,5.89
10944,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,0.09
224,Driver 2,PS,2000,Action,Atari,4.73
8022,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.18
8945,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0.15
11671,Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.08
2484,Dynasty Warriors 2,PS2,2000,Action,THQ,0.83
11257,Ephemeral Fantasia,PS2,2000,Role-Playing,Konami Digital Entertainment,0.08
7885,ESPN International Track & Field,PS2,2000,Sports,Konami Digital Entertainment,0.19
10894,ESPN NBA 2Night,PS2,2000,Sports,Konami Digital Entertainment,0.09
7449,ESPN Winter X Games: Snowboarding 2002,"PS2,XB",2000,Sports,Konami Digital Entertainment,0.24
12272,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.06
5905,Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.3
5337,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.35
6289,Evil Dead: Hail to the King,PS,2000,Adventure,THQ,0.27
2062,Excitebike 64,N64,2000,Racing,Nintendo,1
6735,F1 2000,PS,2000,Racing,Electronic Arts,0.25
8490,F1 Championship Season 2000,PS2,2000,Racing,Electronic Arts,0.16
10009,F1 Racing Championship,PS,2000,Racing,Video System,0.11
4148,Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,0.47
5637,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.32
10991,FIFA 2001: Major League Soccer,PS2,2000,Sports,Electronic Arts,0.09
2489,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.83
14004,Fighting Vipers 2,DC,2000,Fighting,Sega,0.04
174,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,5.3
10314,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.11
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0.37
12015,G-Saviour,PS2,2000,Action,Sunrise Interactive,0.07
12710,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,0.06
11612,Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.08
6933,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.24
9808,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.12
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000,Sports,SquareSoft,0.54
12779,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.06
11498,Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.08
4466,Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.44
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.06
10235,GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,0.11
